trial,params,score,metric
22,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
23,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
24,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
25,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
26,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
27,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
28,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
29,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
30,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
31,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
32,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
33,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
34,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
35,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
36,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
37,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
38,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
39,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
40,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
41,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
42,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
43,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
44,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
45,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.506219162043877,precision
46,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.506219162043877,precision
47,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.506219162043877,precision
48,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.506219162043877,precision
49,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
50,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
51,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
52,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
53,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
54,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
55,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
56,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
57,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
58,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
59,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
60,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
61,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
62,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
63,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
64,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
65,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
66,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
67,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
68,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
69,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
70,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
71,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
72,"{'learning_rate': 0.01, 'num_leaves': 31, 'max_depth': 8, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
73,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
74,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
75,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
76,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
77,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
78,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
79,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
80,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
81,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
82,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
83,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
84,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
85,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
86,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
87,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
88,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
89,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
90,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
91,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
92,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
93,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
94,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
95,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
96,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 4, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
97,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
98,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
99,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
100,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
101,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
102,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
103,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
104,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
105,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
106,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
107,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
108,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
109,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
110,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
111,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
112,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
113,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
114,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
115,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
116,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
117,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
118,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
119,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5062494771187149,precision
120,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 6, 'lambda_l1': 0.1, 'lambda_l2': 2.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5062494771187149,precision
121,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
122,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
123,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
124,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 0.5, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
125,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
126,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
127,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
128,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 1.0, 'min_data_in_leaf': 50, 'min_gain_to_split': 0.1}",0.5003246855029042,precision
129,"{'learning_rate': 0.01, 'num_leaves': 63, 'max_depth': 8, 'lambda_l1': 0, 'lambda_l2': 2.0, 'min_data_in_leaf': 20, 'min_gain_to_split': 0.0}",0.5003246855029042,precision
